"probe_id","gene_symbol","gene_name","gene_id"
"ILMN_1711227","GMDS","GDP-mannose 4,6-dehydratase","2762"
"ILMN_1711245","SCG3","secretogranin III","29106"
"ILMN_1711254","WDR3","WD repeat domain 3","10885"
"ILMN_1711269","ASB5","ankyrin repeat and SOCS box containing 5","140458"
"ILMN_1711270","SUGP2","SURP and G-patch domain containing 2","10147"
"ILMN_1711275","SLC5A5","solute carrier family 5 member 5","6528"
"ILMN_1711289","GYS1","glycogen synthase 1","2997"
"ILMN_1711310","","",""
"ILMN_1711312","GPM6A","glycoprotein M6A","2823"
"ILMN_1711314","NUDT5","nudix hydrolase 5","11164"
"ILMN_1711331","MAP1LC3C","microtubule associated protein 1 light chain 3 gamma","440738"
"ILMN_1711332","TFEC","transcription factor EC","22797"
"ILMN_1711339","","",""
"ILMN_1711346","EGFLAM","EGF like, fibronectin type III and laminin G domains","133584"
"ILMN_1711352","TBC1D3P1-DHX40P1","TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene","653645"
"ILMN_1711353","OR7A5","olfactory receptor family 7 subfamily A member 5","26659"
"ILMN_1711357","ZNF233","zinc finger protein 233","353355"
"ILMN_1711359","NRN1L","neuritin 1 like","123904"
"ILMN_1711361","ZNF319","zinc finger protein 319","57567"
"ILMN_1711368","TRAPPC9","trafficking protein particle complex 9","83696"
"ILMN_1711371","","",""
"ILMN_1711374","ADAM11","ADAM metallopeptidase domain 11","4185"
"ILMN_1711383","STK4","serine/threonine kinase 4","6789"
"ILMN_1711385","","",""
"ILMN_1711408","ANXA4","annexin A4","307"
"ILMN_1711422","PLEKHN1","pleckstrin homology domain containing N1","84069"
"ILMN_1711439","EMILIN1","elastin microfibril interfacer 1","11117"
"ILMN_1711451","SLC7A2","solute carrier family 7 member 2","6542"
"ILMN_1711453","","",""
"ILMN_1711462","MNS1","meiosis specific nuclear structural 1","55329"
"ILMN_1711466","","",""
"ILMN_1711470","UBE2T","ubiquitin conjugating enzyme E2 T","29089"
"ILMN_1711490","ARHGAP26","Rho GTPase activating protein 26","23092"
"ILMN_1711491","SYNPO","synaptopodin","11346"
"ILMN_1711492","","",""
"ILMN_1711493","PRAM1","PML-RARA regulated adaptor molecule 1","84106"
"ILMN_1711499","ANKRD20A4","ankyrin repeat domain 20 family member A4","728747"
"ILMN_1711514","COCH","cochlin","1690"
"ILMN_1711516","ATP6V1A","ATPase H+ transporting V1 subunit A","523"
"ILMN_1711517","OR6C6","olfactory receptor family 6 subfamily C member 6","283365"
"ILMN_1711542","CHMP4C","charged multivesicular body protein 4C","92421"
"ILMN_1711543","C14orf169","chromosome 14 open reading frame 169","79697"
"ILMN_1711548","","",""
"ILMN_1711557","OR7A10","olfactory receptor family 7 subfamily A member 10","390892"
"ILMN_1711566","TIMP1","TIMP metallopeptidase inhibitor 1","7076"
"ILMN_1711573","CD96","CD96 molecule","10225"
"ILMN_1711579","CSN2","casein beta","1447"
"ILMN_1711588","","",""
"ILMN_1711599","","",""
"ILMN_1711603","","",""
"ILMN_1711605","","",""
"ILMN_1711608","SSBP2","single stranded DNA binding protein 2","23635"
"ILMN_1711611","","",""
"ILMN_1711615","","",""
"ILMN_1711617","GMFG","glia maturation factor gamma","9535"
"ILMN_1711628","","",""
"ILMN_1711642","","",""
"ILMN_1711650","KCNE5","potassium voltage-gated channel subfamily E regulatory subunit 5","23630"
"ILMN_1711662","ZP4","zona pellucida glycoprotein 4","57829"
"ILMN_1711678","","",""
"ILMN_1711681","SPATS1","spermatogenesis associated serine rich 1","221409"
"ILMN_1711685","","",""
"ILMN_1711699","","",""
"ILMN_1711702","CLEC2D","C-type lectin domain family 2 member D","29121"
"ILMN_1711703","C16orf70","chromosome 16 open reading frame 70","80262"
"ILMN_1711711","","",""
"ILMN_1711712","GAS2L2","growth arrest specific 2 like 2","246176"
"ILMN_1711715","","",""
"ILMN_1711720","C12orf42","chromosome 12 open reading frame 42","374470"
"ILMN_1711725","CCDC187","coiled-coil domain containing 187","399693"
"ILMN_1711729","UQCRBP1","ubiquinol-cytochrome c reductase binding protein pseudogene 1","442454"
"ILMN_1711736","ADCYAP1R1","ADCYAP receptor type I","117"
"ILMN_1711756","","",""
"ILMN_1711758","FOXR2","forkhead box R2","139628"
"ILMN_1711765","","",""
"ILMN_1711766","SKP1","S-phase kinase-associated protein 1","6500"
"ILMN_1711772","","",""
"ILMN_1711786","NFE2","nuclear factor, erythroid 2","4778"
"ILMN_1711787","KEAP1","kelch like ECH associated protein 1","9817"
"ILMN_1711790","DEFB135","defensin beta 135","613209"
"ILMN_1711799","C9orf40","chromosome 9 open reading frame 40","55071"
"ILMN_1711807","ADGRL3","adhesion G protein-coupled receptor L3","23284"
"ILMN_1711818","PIWIL2","piwi like RNA-mediated gene silencing 2","55124"
"ILMN_1711823","FAAP100","Fanconi anemia core complex associated protein 100","80233"
"ILMN_1711826","SLC24A2","solute carrier family 24 member 2","25769"
"ILMN_1711828","ANKRD10","ankyrin repeat domain 10","55608"
"ILMN_1711832","","",""
"ILMN_1711839","","",""
"ILMN_1711845","LOC220729","succinate dehydrogenase complex flavoprotein subunit A pseudogene","220729"
"ILMN_1711862","RNF7","ring finger protein 7","9616"
"ILMN_1711878","ENOPH1","enolase-phosphatase 1","58478"
"ILMN_1711886","ALG3","ALG3, alpha-1,3- mannosyltransferase","10195"
"ILMN_1711888","COBL","cordon-bleu WH2 repeat protein","23242"
"ILMN_1711894","MYB","MYB proto-oncogene, transcription factor","4602"
"ILMN_1711904","MXD3","MAX dimerization protein 3","83463"
"ILMN_1711909","EDEM2","ER degradation enhancing alpha-mannosidase like protein 2","55741"
"ILMN_1711910","ENO4","enolase family member 4","387712"
"ILMN_1711919","SCYL2","SCY1 like pseudokinase 2","55681"
"ILMN_1711928","ACSF2","acyl-CoA synthetase family member 2","80221"
"ILMN_1711929","OR5AN1","olfactory receptor family 5 subfamily AN member 1","390195"
"ILMN_1711958","KCMF1","potassium channel modulatory factor 1","56888"
"ILMN_1711965","","",""
"ILMN_1711969","","",""
"ILMN_1711972","","",""
"ILMN_1711988","KCNK12","potassium two pore domain channel subfamily K member 12","56660"
"ILMN_1712019","ANKRD17","ankyrin repeat domain 17","26057"
"ILMN_1712026","NLRP3","NLR family pyrin domain containing 3","114548"
"ILMN_1712027","RSBN1L","round spermatid basic protein 1 like","222194"
"ILMN_1712031","SPDYE6","speedy/RINGO cell cycle regulator family member E6","729597"
"ILMN_1712035","TMEM115","transmembrane protein 115","11070"
"ILMN_1712038","","",""
"ILMN_1712046","CPXM1","carboxypeptidase X, M14 family member 1","56265"
"ILMN_1712065","FAM19A5","family with sequence similarity 19 member A5, C-C motif chemokine like","25817"
"ILMN_1712066","EXPH5","exophilin 5","23086"
"ILMN_1712067","DRC7","dynein regulatory complex subunit 7","84229"
"ILMN_1712075","SYNM","synemin","23336"
"ILMN_1712077","","",""
"ILMN_1712082","GCNT3","glucosaminyl (N-acetyl) transferase 3, mucin type","9245"
"ILMN_1712095","FOXO4","forkhead box O4","4303"
"ILMN_1712112","RCAN1","regulator of calcineurin 1","1827"
"ILMN_1712128","LRRC8B","leucine rich repeat containing 8 family member B","23507"
"ILMN_1712137","","",""
"ILMN_1712155","RPL6","ribosomal protein L6","6128"
"ILMN_1712159","AVPR1A","arginine vasopressin receptor 1A","552"
"ILMN_1712162","TMPRSS11A","transmembrane protease, serine 11A","339967"
"ILMN_1712171","","",""
"ILMN_1712177","","",""
"ILMN_1712184","HIST1H3C","histone cluster 1, H3c","8352"
"ILMN_1712188","","",""
"ILMN_1712204","","",""
"ILMN_1712211","","",""
"ILMN_1712220","","",""
"ILMN_1712230","","",""
"ILMN_1712231","SH3YL1","SH3 and SYLF domain containing 1","26751"
"ILMN_1712250","RPL10","ribosomal protein L10","6134"
"ILMN_1712269","ZNF605","zinc finger protein 605","100289635"
"ILMN_1712272","","",""
"ILMN_1712277","","",""
"ILMN_1712283","WNT10B","Wnt family member 10B","7480"
"ILMN_1712289","","",""
"ILMN_1712298","ANKRD46","ankyrin repeat domain 46","157567"
"ILMN_1712305","CYBRD1","cytochrome b reductase 1","79901"
"ILMN_1712308","FSTL4","follistatin like 4","23105"
"ILMN_1712312","RAB11A","RAB11A, member RAS oncogene family","8766"
"ILMN_1712314","DUSP9","dual specificity phosphatase 9","1852"
"ILMN_1712320","DDX50","DEAD-box helicase 50","79009"
"ILMN_1712325","","",""
"ILMN_1712348","GNB5","G protein subunit beta 5","10681"
"ILMN_1712352","DOCK3","dedicator of cytokinesis 3","1795"
"ILMN_1712357","HNRNPK","heterogeneous nuclear ribonucleoprotein K","3190"
"ILMN_1712366","","",""
"ILMN_1712383","","",""
"ILMN_1712389","CKLF","chemokine like factor","51192"
"ILMN_1712390","CUTA","cutA divalent cation tolerance homolog","51596"
"ILMN_1712396","GJD2","gap junction protein delta 2","57369"
"ILMN_1712400","SERPINB6","serpin family B member 6","5269"
"ILMN_1712405","","",""
"ILMN_1712407","TMC3","transmembrane channel like 3","342125"
"ILMN_1712413","RPL39L","ribosomal protein L39 like","116832"
"ILMN_1712419","DCDC2","doublecortin domain containing 2","51473"
"ILMN_1712423","INPP5K","inositol polyphosphate-5-phosphatase K","51763"
"ILMN_1712428","","",""
"ILMN_1712431","PCED1B","PC-esterase domain containing 1B","91523"
"ILMN_1712432","PSMD2","proteasome 26S subunit, non-ATPase 2","5708"
"ILMN_1712435","","",""
"ILMN_1712452","KIF20B","kinesin family member 20B","9585"
"ILMN_1712454","LRRC52","leucine rich repeat containing 52","440699"
"ILMN_1712461","CBLN1","cerebellin 1 precursor","869"
"ILMN_1712469","GOLGA8A","golgin A8 family member A","23015"
"ILMN_1712475","HS3ST2","heparan sulfate-glucosamine 3-sulfotransferase 2","9956"
"ILMN_1712481","","",""
"ILMN_1712487","EIF2D","eukaryotic translation initiation factor 2D","1939"
"ILMN_1712505","KDELC1","KDEL motif containing 1","79070"
"ILMN_1712513","DDX11","DEAD/H-box helicase 11","1663"
"ILMN_1712517","ZNF696","zinc finger protein 696","79943"
"ILMN_1712518","","",""
"ILMN_1712522","CEACAM6","carcinoembryonic antigen related cell adhesion molecule 6","4680"
"ILMN_1712532","CARD9","caspase recruitment domain family member 9","64170"
"ILMN_1712537","NODAL","nodal growth differentiation factor","4838"
"ILMN_1712545","S100A3","S100 calcium binding protein A3","6274"
"ILMN_1712555","","",""
"ILMN_1712556","ZW10","zw10 kinetochore protein","9183"
"ILMN_1712582","","",""
"ILMN_1712583","METRN","meteorin, glial cell differentiation regulator","79006"
"ILMN_1712588","POLR2J4","RNA polymerase II subunit J4, pseudogene","84820"
"ILMN_1712597","LOC200726","hCG1657980","200726"
"ILMN_1712601","","",""
"ILMN_1712608","BFSP1","beaded filament structural protein 1","631"
"ILMN_1712613","PNLIPRP2","pancreatic lipase related protein 2 (gene/pseudogene)","5408"
"ILMN_1712616","ARMC12","armadillo repeat containing 12","221481"
"ILMN_1712620","HYAL1","hyaluronoglucosaminidase 1","3373"
"ILMN_1712632","XDH","xanthine dehydrogenase","7498"
"ILMN_1712639","AIFM2","apoptosis inducing factor, mitochondria associated 2","84883"
"ILMN_1712657","BPTF","bromodomain PHD finger transcription factor","2186"
"ILMN_1712659","","",""
"ILMN_1712660","PDZD7","PDZ domain containing 7","79955"
"ILMN_1712678","RPS27L","ribosomal protein S27 like","51065"
"ILMN_1712687","PAK2","p21 (RAC1) activated kinase 2","5062"
"ILMN_1712689","","",""
"ILMN_1712705","RAB40C","RAB40C, member RAS oncogene family","57799"
"ILMN_1712707","ABHD8","abhydrolase domain containing 8","79575"
"ILMN_1712708","TRIM47","tripartite motif containing 47","91107"
"ILMN_1712715","","",""
"ILMN_1712718","BPNT1","3'(2'), 5'-bisphosphate nucleotidase 1","10380"
"ILMN_1712721","GAST","gastrin","2520"
"ILMN_1712729","DKK4","dickkopf WNT signaling pathway inhibitor 4","27121"
"ILMN_1712742","","",""
"ILMN_1712751","HADHA","hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit","3030"
"ILMN_1712755","LRRC41","leucine rich repeat containing 41","10489"
"ILMN_1712759","SBSN","suprabasin","374897"
"ILMN_1712766","ERGIC2","ERGIC and golgi 2","51290"
"ILMN_1712774","IRS4","insulin receptor substrate 4","8471"
"ILMN_1712784","","",""
"ILMN_1712786","AHCYL2","adenosylhomocysteinase like 2","23382"
"ILMN_1712789","","",""
"ILMN_1712798","ZNF608","zinc finger protein 608","57507"
"ILMN_1712803","CCNB1","cyclin B1","891"
"ILMN_1712806","","",""
"ILMN_1712808","HIST1H4G","histone cluster 1, H4g","8369"
"ILMN_1712822","","",""
"ILMN_1712836","VWA7","von Willebrand factor A domain containing 7","80737"
"ILMN_1712837","","",""
"ILMN_1712847","","",""
"ILMN_1712849","RNASE7","ribonuclease A family member 7","84659"
"ILMN_1712854","","",""
"ILMN_1712859","FAM89A","family with sequence similarity 89 member A","375061"
"ILMN_1712865","SHE","Src homology 2 domain containing E","126669"
"ILMN_1712886","","",""
"ILMN_1712887","SLC10A3","solute carrier family 10 member 3","8273"
"ILMN_1712888","HSPH1","heat shock protein family H (Hsp110) member 1","10808"
"ILMN_1712894","FUT1","fucosyltransferase 1 (H blood group)","2523"
"ILMN_1712896","FST","follistatin","10468"
"ILMN_1712900","","",""
"ILMN_1712902","","",""
"ILMN_1712913","UNC5A","unc-5 netrin receptor A","90249"
"ILMN_1712914","SEMA6B","semaphorin 6B","10501"
"ILMN_1712916","LOC90768","uncharacterized LOC90768","90768"
"ILMN_1712918","NQO2","NAD(P)H quinone dehydrogenase 2","4835"
"ILMN_1712929","DNAJB12","DnaJ heat shock protein family (Hsp40) member B12","54788"
"ILMN_1712939","","",""
"ILMN_1712943","CCK","cholecystokinin","885"
"ILMN_1712959","DUSP2","dual specificity phosphatase 2","1844"
"ILMN_1712967","","",""
"ILMN_1712975","YIF1A","Yip1 interacting factor homolog A, membrane trafficking protein","10897"
"ILMN_1712989","","",""
"ILMN_1712998","CORIN","corin, serine peptidase","10699"
"ILMN_1712999","","",""
"ILMN_1713006","CDC34","cell division cycle 34","997"
"ILMN_1713024","PCDHA7","protocadherin alpha 7","56141"
"ILMN_1713029","OPN4","opsin 4","94233"
"ILMN_1713037","PFKL","phosphofructokinase, liver type","5211"
"ILMN_1713038","C1QTNF9B","C1q and tumor necrosis factor related protein 9B","387911"
"ILMN_1713058","PSTPIP2","proline-serine-threonine phosphatase interacting protein 2","9050"
"ILMN_1713086","RPL27A","ribosomal protein L27a","6157"
"ILMN_1713105","","",""
"ILMN_1713107","","",""
"ILMN_1713124","AKR1C3","aldo-keto reductase family 1, member C3","8644"
"ILMN_1713126","CT45A6","cancer/testis antigen family 45, member A6","541465"
"ILMN_1713128","","",""
"ILMN_1713139","DLGAP2","DLG associated protein 2","9228"
"ILMN_1713141","","",""
"ILMN_1713146","","",""
"ILMN_1713161","USP16","ubiquitin specific peptidase 16","10600"
"ILMN_1713162","GSTM2","glutathione S-transferase mu 2 (muscle)","2946"
"ILMN_1713163","SMARCA5","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5","8467"
"ILMN_1713178","","",""
"ILMN_1713182","","",""
"ILMN_1713189","KANSL2","KAT8 regulatory NSL complex subunit 2","54934"
"ILMN_1713218","","",""
"ILMN_1713235","","",""
"ILMN_1713249","PHF19","PHD finger protein 19","26147"
"ILMN_1713266","FAM46C","family with sequence similarity 46 member C","54855"
"ILMN_1713272","KRT74","keratin 74","121391"
"ILMN_1713274","OTOS","otospiralin","150677"
"ILMN_1713281","","",""
"ILMN_1713285","NAPA","NSF attachment protein alpha","8775"
"ILMN_1713301","DGCR2","DiGeorge syndrome critical region gene 2","9993"
"ILMN_1713315","SLC35G5","solute carrier family 35 member G5","83650"
"ILMN_1713320","","",""
"ILMN_1713342","","",""
"ILMN_1713351","SATL1","spermidine/spermine N1-acetyl transferase-like 1","340562"
"ILMN_1713369","RPL13A","ribosomal protein L13a","23521"
"ILMN_1713380","EIF2B2","eukaryotic translation initiation factor 2B subunit beta","8892"
"ILMN_1713384","","",""
"ILMN_1713387","PHYHIP","phytanoyl-CoA 2-hydroxylase interacting protein","9796"
"ILMN_1713394","","",""
"ILMN_1713397","NCCRP1","non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)","342897"
"ILMN_1713401","","",""
"ILMN_1713402","FAM160A2","family with sequence similarity 160 member A2","84067"
"ILMN_1713422","ST18","ST18, C2H2C-type zinc finger","9705"
"ILMN_1713427","","",""
"ILMN_1713450","MYL6B","myosin light chain 6B","140465"
"ILMN_1713454","ZNF671","zinc finger protein 671","79891"
"ILMN_1713458","HBZ","hemoglobin subunit zeta","3050"
"ILMN_1713462","AQP8","aquaporin 8","343"
"ILMN_1713471","ENOX1","ecto-NOX disulfide-thiol exchanger 1","55068"
"ILMN_1713482","CWC15","CWC15 spliceosome-associated protein","51503"
"ILMN_1713486","RNF25","ring finger protein 25","64320"
"ILMN_1713491","VAMP2","vesicle associated membrane protein 2","6844"
"ILMN_1713496","ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","8869"
"ILMN_1713499","WISP1","WNT1 inducible signaling pathway protein 1","8840"
"ILMN_1713505","NPC1","NPC intracellular cholesterol transporter 1","4864"
"ILMN_1713521","ZNF205","zinc finger protein 205","7755"
"ILMN_1713523","KBTBD12","kelch repeat and BTB domain containing 12","166348"
"ILMN_1713529","SEMA6A","semaphorin 6A","57556"
"ILMN_1713533","TKTL2","transketolase like 2","84076"
"ILMN_1713553","","",""
"ILMN_1713561","LAMP5","lysosomal associated membrane protein family member 5","24141"
"ILMN_1713574","","",""
"ILMN_1713602","OR14J1","olfactory receptor family 14 subfamily J member 1","442191"
"ILMN_1713605","RPAP1","RNA polymerase II associated protein 1","26015"
"ILMN_1713636","S100A6","S100 calcium binding protein A6","6277"
"ILMN_1713638","NIPAL4","NIPA like domain containing 4","348938"
"ILMN_1713655","","",""
"ILMN_1713668","TSNAX","translin associated factor X","7257"
"ILMN_1713676","","",""
"ILMN_1713679","MREG","melanoregulin","55686"
"ILMN_1713686","IL34","interleukin 34","146433"
"ILMN_1713688","DHX32","DEAH-box helicase 32 (putative)","55760"
"ILMN_1713706","ZNF786","zinc finger protein 786","136051"
"ILMN_1713709","","",""
"ILMN_1713715","KRTAP17-1","keratin associated protein 17-1","83902"
"ILMN_1713731","ALOX12","arachidonate 12-lipoxygenase, 12S type","239"
"ILMN_1713736","","",""
"ILMN_1713744","","",""
"ILMN_1713749","CORO1A","coronin 1A","11151"
"ILMN_1713750","","",""
"ILMN_1713751","ADAM19","ADAM metallopeptidase domain 19","8728"
"ILMN_1713753","HPGDS","hematopoietic prostaglandin D synthase","27306"
"ILMN_1713756","GLUD1","glutamate dehydrogenase 1","2746"
"ILMN_1713759","UBE2J1","ubiquitin conjugating enzyme E2 J1","51465"
"ILMN_1713764","","",""
"ILMN_1713788","LINC00520","long intergenic non-protein coding RNA 520","645687"
"ILMN_1713800","","",""
"ILMN_1713803","C17orf97","chromosome 17 open reading frame 97","400566"
"ILMN_1713807","MAN1C1","mannosidase alpha class 1C member 1","57134"
"ILMN_1713811","","",""
"ILMN_1713818","","",""
"ILMN_1713829","PTGES","prostaglandin E synthase","9536"
"ILMN_1713832","SNORD15B","small nucleolar RNA, C/D box 15B","114599"
"ILMN_1713835","ENHO","energy homeostasis associated","375704"
